"Date","Key 1","Key 2","Key 3","Value","HSE area","Key"
2020-03-25,NA,NA,NA,5,"HSE North-West","Foreign travel"
2020-03-25,NA,NA,NA,1,"HSE North-West","Local/Community transmission"
2020-03-25,NA,NA,NA,0,"HSE North-West","Not specified"
2020-03-25,NA,NA,NA,5,"HSE South-East","Foreign travel"
2020-03-25,NA,NA,NA,0,"HSE South-East","Local/Community transmission"
2020-03-25,NA,NA,NA,12,"HSE South-East","Not specified"
2020-03-25,NA,NA,NA,13,"HSE South","Foreign travel"
2020-03-25,NA,NA,NA,21,"HSE South","Local/Community transmission"
2020-03-25,NA,NA,NA,17,"HSE South","Not specified"
2020-03-25,NA,NA,NA,8,"HSE West","Foreign travel"
2020-03-25,NA,NA,NA,12,"HSE West","Local/Community transmission"
2020-03-25,NA,NA,NA,9,"HSE West","Not specified"
2020-03-24,NA,NA,NA,37,"HSE East","Foreign travel"
2020-03-24,NA,NA,NA,141,"HSE East","Local/Community transmission"
2020-03-24,NA,NA,NA,21,"HSE East","Not specified"
2020-03-24,NA,NA,NA,3,"HSE Midlands","Foreign travel"
2020-03-24,NA,NA,NA,13,"HSE Midlands","Local/Community transmission"
2020-03-24,NA,NA,NA,1,"HSE Midlands","Not specified"
2020-03-24,NA,NA,NA,1,"HSE Mid-West","Foreign travel"
2020-03-24,NA,NA,NA,4,"HSE Mid-West","Local/Community transmission"
2020-03-24,NA,NA,NA,4,"HSE Mid-West","Not specified"
2020-03-24,NA,NA,NA,2,"HSE North-East","Foreign travel"
2020-03-24,NA,NA,NA,2,"HSE North-East","Local/Community transmission"
2020-03-24,NA,NA,NA,0,"HSE North-East","Not specified"
2020-03-24,NA,NA,NA,5,"HSE North-West","Foreign travel"
2020-03-24,NA,NA,NA,1,"HSE North-West","Local/Community transmission"
2020-03-24,NA,NA,NA,0,"HSE North-West","Not specified"
2020-03-24,NA,NA,NA,4,"HSE South-East","Foreign travel"
2020-03-24,NA,NA,NA,0,"HSE South-East","Local/Community transmission"
2020-03-24,NA,NA,NA,9,"HSE South-East","Not specified"
2020-03-24,NA,NA,NA,13,"HSE South","Foreign travel"
2020-03-24,NA,NA,NA,21,"HSE South","Local/Community transmission"
2020-03-24,NA,NA,NA,13,"HSE South","Not specified"
2020-03-24,NA,NA,NA,8,"HSE West","Foreign travel"
2020-03-24,NA,NA,NA,11,"HSE West","Local/Community transmission"
2020-03-24,NA,NA,NA,7,"HSE West","Not specified"
2020-03-23,NA,NA,NA,34,"HSE East","Foreign travel"
2020-03-23,NA,NA,NA,132,"HSE East","Local/Community transmission"
2020-03-23,NA,NA,NA,20,"HSE East","Not specified"
2020-03-23,NA,NA,NA,3,"HSE Midlands","Foreign travel"
2020-03-23,NA,NA,NA,12,"HSE Midlands","Local/Community transmission"
2020-03-23,NA,NA,NA,0,"HSE Midlands","Not specified"
2020-03-23,NA,NA,NA,1,"HSE Mid-West","Foreign travel"
2020-03-23,NA,NA,NA,2,"HSE Mid-West","Local/Community transmission"
2020-03-23,NA,NA,NA,2,"HSE Mid-West","Not specified"
2020-03-23,NA,NA,NA,2,"HSE North-East","Foreign travel"
2020-03-23,NA,NA,NA,2,"HSE North-East","Local/Community transmission"
2020-03-23,NA,NA,NA,0,"HSE North-East","Not specified"
2020-03-23,NA,NA,NA,4,"HSE North-West","Foreign travel"
2020-03-23,NA,NA,NA,1,"HSE North-West","Local/Community transmission"
2020-03-23,NA,NA,NA,0,"HSE North-West","Not specified"
2020-03-23,NA,NA,NA,2,"HSE South-East","Foreign travel"
2020-03-23,NA,NA,NA,0,"HSE South-East","Local/Community transmission"
2020-03-23,NA,NA,NA,4,"HSE South-East","Not specified"
2020-03-23,NA,NA,NA,13,"HSE South","Foreign travel"
2020-03-23,NA,NA,NA,20,"HSE South","Local/Community transmission"
2020-03-23,NA,NA,NA,8,"HSE South","Not specified"
2020-03-23,NA,NA,NA,8,"HSE West","Foreign travel"
2020-03-23,NA,NA,NA,11,"HSE West","Local/Community transmission"
2020-03-23,NA,NA,NA,2,"HSE West","Not specified"
2020-03-22,NA,NA,NA,31,"HSE East","Foreign travel"
2020-03-22,NA,NA,NA,111,"HSE East","Local/Community transmission"
2020-03-22,NA,NA,NA,16,"HSE East","Not specified"
2020-03-22,NA,NA,NA,3,"HSE Midlands","Foreign travel"
2020-03-22,NA,NA,NA,12,"HSE Midlands","Local/Community transmission"
2020-03-22,NA,NA,NA,0,"HSE Midlands","Not specified"
2020-03-22,NA,NA,NA,1,"HSE Mid-West","Foreign travel"
2020-03-22,NA,NA,NA,2,"HSE Mid-West","Local/Community transmission"
2020-03-22,NA,NA,NA,2,"HSE Mid-West","Not specified"
2020-03-22,NA,NA,NA,2,"HSE North-East","Foreign travel"
2020-03-22,NA,NA,NA,1,"HSE North-East","Local/Community transmission"
2020-03-22,NA,NA,NA,0,"HSE North-East","Not specified"
2020-03-22,NA,NA,NA,2,"HSE North-West","Foreign travel"
2020-03-22,NA,NA,NA,1,"HSE North-West","Local/Community transmission"
2020-03-22,NA,NA,NA,0,"HSE North-West","Not specified"
2020-03-22,NA,NA,NA,2,"HSE South-East","Foreign travel"
2020-03-22,NA,NA,NA,0,"HSE South-East","Local/Community transmission"
2020-03-22,NA,NA,NA,4,"HSE South-East","Not specified"
2020-03-22,NA,NA,NA,13,"HSE South","Foreign travel"
2020-03-22,NA,NA,NA,19,"HSE South","Local/Community transmission"
2020-03-22,NA,NA,NA,6,"HSE South","Not specified"
2020-03-22,NA,NA,NA,8,"HSE West","Foreign travel"
2020-03-22,NA,NA,NA,10,"HSE West","Local/Community transmission"
2020-03-22,NA,NA,NA,1,"HSE West","Not specified"
2020-03-21,NA,NA,NA,25,"HSE East","Foreign travel"
2020-03-21,NA,NA,NA,91,"HSE East","Local/Community transmission"
2020-03-21,NA,NA,NA,12,"HSE East","Not specified"
2020-03-21,NA,NA,NA,3,"HSE Midlands","Foreign travel"
2020-03-21,NA,NA,NA,11,"HSE Midlands","Local/Community transmission"
2020-03-21,NA,NA,NA,0,"HSE Midlands","Not specified"
2020-03-21,NA,NA,NA,1,"HSE Mid-West","Foreign travel"
2020-03-21,NA,NA,NA,2,"HSE Mid-West","Local/Community transmission"
2020-03-21,NA,NA,NA,2,"HSE Mid-West","Not specified"
2020-03-21,NA,NA,NA,2,"HSE North-East","Foreign travel"
2020-03-21,NA,NA,NA,1,"HSE North-East","Local/Community transmission"
2020-03-21,NA,NA,NA,0,"HSE North-East","Not specified"
2020-03-21,NA,NA,NA,2,"HSE North-West","Foreign travel"
2020-03-21,NA,NA,NA,1,"HSE North-West","Local/Community transmission"
2020-03-21,NA,NA,NA,0,"HSE North-West","Not specified"
2020-03-21,NA,NA,NA,1,"HSE South-East","Foreign travel"
2020-03-21,NA,NA,NA,0,"HSE South-East","Local/Community transmission"
2020-03-21,NA,NA,NA,2,"HSE South-East","Not specified"
2020-03-21,NA,NA,NA,13,"HSE South","Foreign travel"
2020-03-21,NA,NA,NA,17,"HSE South","Local/Community transmission"
2020-03-21,NA,NA,NA,3,"HSE South","Not specified"
2020-03-21,NA,NA,NA,8,"HSE West","Foreign travel"
2020-03-21,NA,NA,NA,10,"HSE West","Local/Community transmission"
2020-03-21,NA,NA,NA,1,"HSE West","Not specified"
2020-03-20,NA,NA,NA,21,"HSE East","Foreign travel"
2020-03-20,NA,NA,NA,67,"HSE East","Local/Community transmission"
2020-03-20,NA,NA,NA,5,"HSE East","Not specified"
2020-03-20,NA,NA,NA,2,"HSE Midlands","Foreign travel"
2020-03-20,NA,NA,NA,10,"HSE Midlands","Local/Community transmission"
2020-03-20,NA,NA,NA,1,"HSE Midlands","Not specified"
2020-03-20,NA,NA,NA,1,"HSE Mid-West","Foreign travel"
2020-03-20,NA,NA,NA,2,"HSE Mid-West","Local/Community transmission"
2020-03-20,NA,NA,NA,0,"HSE Mid-West","Not specified"
2020-03-20,NA,NA,NA,2,"HSE North-East","Foreign travel"
2020-03-20,NA,NA,NA,1,"HSE North-East","Local/Community transmission"
2020-03-20,NA,NA,NA,0,"HSE North-East","Not specified"
2020-03-20,NA,NA,NA,1,"HSE North-West","Foreign travel"
2020-03-20,NA,NA,NA,0,"HSE North-West","Local/Community transmission"
2020-03-20,NA,NA,NA,1,"HSE North-West","Not specified"
2020-03-20,NA,NA,NA,1,"HSE South-East","Foreign travel"
2020-03-20,NA,NA,NA,0,"HSE South-East","Local/Community transmission"
2020-03-20,NA,NA,NA,1,"HSE South-East","Not specified"
2020-03-20,NA,NA,NA,11,"HSE South","Foreign travel"
2020-03-20,NA,NA,NA,16,"HSE South","Local/Community transmission"
2020-03-20,NA,NA,NA,2,"HSE South","Not specified"
2020-03-20,NA,NA,NA,3,"HSE West","Foreign travel"
2020-03-20,NA,NA,NA,10,"HSE West","Local/Community transmission"
2020-03-20,NA,NA,NA,1,"HSE West","Not specified"
2020-04-28,NA,NA,NA,86,"HSE East","Foreign travel"
2020-04-28,NA,NA,NA,3025,"HSE East","Local/Community transmission"
2020-04-28,NA,NA,NA,191,"HSE East","Not specified"
2020-04-28,NA,NA,NA,11,"HSE Midlands","Foreign travel"
2020-04-28,NA,NA,NA,226,"HSE Midlands","Local/Community transmission"
2020-04-28,NA,NA,NA,108,"HSE Midlands","Not specified"
2020-04-28,NA,NA,NA,15,"HSE Mid-West","Foreign travel"
2020-04-28,NA,NA,NA,88,"HSE Mid-West","Local/Community transmission"
2020-04-28,NA,NA,NA,177,"HSE Mid-West","Not specified"
2020-04-28,NA,NA,NA,6,"HSE North-East","Foreign travel"
2020-04-28,NA,NA,NA,34,"HSE North-East","Local/Community transmission"
2020-04-28,NA,NA,NA,705,"HSE North-East","Not specified"
2020-04-28,NA,NA,NA,8,"HSE North-West","Foreign travel"
2020-04-28,NA,NA,NA,114,"HSE North-West","Local/Community transmission"
2020-04-28,NA,NA,NA,105,"HSE North-West","Not specified"
2020-04-28,NA,NA,NA,5,"HSE South-East","Foreign travel"
2020-04-28,NA,NA,NA,3,"HSE South-East","Local/Community transmission"
2020-04-28,NA,NA,NA,211,"HSE South-East","Not specified"
2020-04-28,NA,NA,NA,20,"HSE South","Foreign travel"
2020-04-28,NA,NA,NA,108,"HSE South","Local/Community transmission"
2020-04-28,NA,NA,NA,209,"HSE South","Not specified"
2020-04-28,NA,NA,NA,7,"HSE West","Foreign travel"
2020-04-28,NA,NA,NA,82,"HSE West","Local/Community transmission"
2020-04-28,NA,NA,NA,140,"HSE West","Not specified"
2020-04-27,NA,NA,NA,86,"HSE East","Foreign travel"
2020-04-27,NA,NA,NA,2992,"HSE East","Local/Community transmission"
2020-04-27,NA,NA,NA,175,"HSE East","Not specified"
2020-04-27,NA,NA,NA,11,"HSE Midlands","Foreign travel"
2020-04-27,NA,NA,NA,221,"HSE Midlands","Local/Community transmission"
2020-04-27,NA,NA,NA,95,"HSE Midlands","Not specified"
2020-04-27,NA,NA,NA,15,"HSE Mid-West","Foreign travel"
2020-04-27,NA,NA,NA,87,"HSE Mid-West","Local/Community transmission"
2020-04-27,NA,NA,NA,176,"HSE Mid-West","Not specified"
2020-04-27,NA,NA,NA,6,"HSE North-East","Foreign travel"
2020-04-27,NA,NA,NA,33,"HSE North-East","Local/Community transmission"
2020-04-27,NA,NA,NA,671,"HSE North-East","Not specified"
2020-04-27,NA,NA,NA,8,"HSE North-West","Foreign travel"
2020-04-27,NA,NA,NA,112,"HSE North-West","Local/Community transmission"
2020-04-27,NA,NA,NA,105,"HSE North-West","Not specified"
2020-04-27,NA,NA,NA,5,"HSE South-East","Foreign travel"
2020-04-27,NA,NA,NA,3,"HSE South-East","Local/Community transmission"
2020-04-27,NA,NA,NA,209,"HSE South-East","Not specified"
2020-04-27,NA,NA,NA,20,"HSE South","Foreign travel"
2020-04-27,NA,NA,NA,108,"HSE South","Local/Community transmission"
2020-04-27,NA,NA,NA,207,"HSE South","Not specified"
2020-04-27,NA,NA,NA,7,"HSE West","Foreign travel"
2020-04-27,NA,NA,NA,81,"HSE West","Local/Community transmission"
2020-04-27,NA,NA,NA,135,"HSE West","Not specified"
2020-04-26,NA,NA,NA,86,"HSE East","Foreign travel"
2020-04-26,NA,NA,NA,2924,"HSE East","Local/Community transmission"
2020-04-26,NA,NA,NA,174,"HSE East","Not specified"
2020-04-26,NA,NA,NA,10,"HSE Midlands","Foreign travel"
2020-04-26,NA,NA,NA,215,"HSE Midlands","Local/Community transmission"
2020-04-26,NA,NA,NA,91,"HSE Midlands","Not specified"
2020-04-26,NA,NA,NA,15,"HSE Mid-West","Foreign travel"
2020-04-26,NA,NA,NA,86,"HSE Mid-West","Local/Community transmission"
2020-04-26,NA,NA,NA,168,"HSE Mid-West","Not specified"
2020-04-26,NA,NA,NA,6,"HSE North-East","Foreign travel"
2020-04-26,NA,NA,NA,31,"HSE North-East","Local/Community transmission"
2020-04-26,NA,NA,NA,636,"HSE North-East","Not specified"
2020-04-26,NA,NA,NA,8,"HSE North-West","Foreign travel"
2020-04-26,NA,NA,NA,111,"HSE North-West","Local/Community transmission"
2020-04-26,NA,NA,NA,103,"HSE North-West","Not specified"
2020-04-26,NA,NA,NA,5,"HSE South-East","Foreign travel"
2020-04-26,NA,NA,NA,3,"HSE South-East","Local/Community transmission"
2020-04-26,NA,NA,NA,207,"HSE South-East","Not specified"
2020-04-26,NA,NA,NA,20,"HSE South","Foreign travel"
2020-04-26,NA,NA,NA,108,"HSE South","Local/Community transmission"
2020-04-26,NA,NA,NA,192,"HSE South","Not specified"
2020-04-26,NA,NA,NA,7,"HSE West","Foreign travel"
2020-04-26,NA,NA,NA,81,"HSE West","Local/Community transmission"
2020-04-26,NA,NA,NA,127,"HSE West","Not specified"
2020-04-25,NA,NA,NA,87,"HSE East","Foreign travel"
2020-04-25,NA,NA,NA,2793,"HSE East","Local/Community transmission"
2020-04-25,NA,NA,NA,184,"HSE East","Not specified"
2020-04-25,NA,NA,NA,10,"HSE Midlands","Foreign travel"
2020-04-25,NA,NA,NA,212,"HSE Midlands","Local/Community transmission"
2020-04-25,NA,NA,NA,89,"HSE Midlands","Not specified"
2020-04-25,NA,NA,NA,15,"HSE Mid-West","Foreign travel"
2020-04-25,NA,NA,NA,86,"HSE Mid-West","Local/Community transmission"
2020-04-25,NA,NA,NA,145,"HSE Mid-West","Not specified"
2020-04-25,NA,NA,NA,6,"HSE North-East","Foreign travel"
2020-04-25,NA,NA,NA,31,"HSE North-East","Local/Community transmission"
2020-04-25,NA,NA,NA,583,"HSE North-East","Not specified"
2020-04-25,NA,NA,NA,8,"HSE North-West","Foreign travel"
2020-04-25,NA,NA,NA,101,"HSE North-West","Local/Community transmission"
2020-04-25,NA,NA,NA,110,"HSE North-West","Not specified"
2020-04-25,NA,NA,NA,5,"HSE South-East","Foreign travel"
2020-04-25,NA,NA,NA,3,"HSE South-East","Local/Community transmission"
2020-04-25,NA,NA,NA,206,"HSE South-East","Not specified"
2020-04-25,NA,NA,NA,20,"HSE South","Foreign travel"
2020-04-25,NA,NA,NA,108,"HSE South","Local/Community transmission"
2020-04-25,NA,NA,NA,181,"HSE South","Not specified"
2020-04-25,NA,NA,NA,7,"HSE West","Foreign travel"
2020-04-25,NA,NA,NA,86,"HSE West","Local/Community transmission"
2020-04-25,NA,NA,NA,128,"HSE West","Not specified"
2020-04-24,NA,NA,NA,86,"HSE East","Foreign travel"
2020-04-24,NA,NA,NA,2696,"HSE East","Local/Community transmission"
2020-04-24,NA,NA,NA,199,"HSE East","Not specified"
2020-04-24,NA,NA,NA,9,"HSE Midlands","Foreign travel"
2020-04-24,NA,NA,NA,210,"HSE Midlands","Local/Community transmission"
2020-04-24,NA,NA,NA,87,"HSE Midlands","Not specified"
2020-04-24,NA,NA,NA,15,"HSE Mid-West","Foreign travel"
2020-04-24,NA,NA,NA,86,"HSE Mid-West","Local/Community transmission"
2020-04-24,NA,NA,NA,145,"HSE Mid-West","Not specified"
2020-04-24,NA,NA,NA,6,"HSE North-East","Foreign travel"
2020-04-24,NA,NA,NA,25,"HSE North-East","Local/Community transmission"
2020-04-24,NA,NA,NA,566,"HSE North-East","Not specified"
2020-04-24,NA,NA,NA,8,"HSE North-West","Foreign travel"
2020-04-24,NA,NA,NA,101,"HSE North-West","Local/Community transmission"
2020-04-24,NA,NA,NA,95,"HSE North-West","Not specified"
2020-04-24,NA,NA,NA,5,"HSE South-East","Foreign travel"
2020-04-24,NA,NA,NA,3,"HSE South-East","Local/Community transmission"
2020-04-24,NA,NA,NA,201,"HSE South-East","Not specified"
2020-04-24,NA,NA,NA,20,"HSE South","Foreign travel"
2020-04-24,NA,NA,NA,107,"HSE South","Local/Community transmission"
2020-04-24,NA,NA,NA,179,"HSE South","Not specified"
2020-04-24,NA,NA,NA,7,"HSE West","Foreign travel"
2020-04-24,NA,NA,NA,86,"HSE West","Local/Community transmission"
2020-04-24,NA,NA,NA,122,"HSE West","Not specified"
2020-04-23,NA,NA,NA,84,"HSE East","Foreign travel"
2020-04-23,NA,NA,NA,2603,"HSE East","Local/Community transmission"
2020-04-23,NA,NA,NA,140,"HSE East","Not specified"
2020-04-23,NA,NA,NA,7,"HSE Midlands","Foreign travel"
2020-04-23,NA,NA,NA,197,"HSE Midlands","Local/Community transmission"
2020-04-23,NA,NA,NA,87,"HSE Midlands","Not specified"
2020-04-23,NA,NA,NA,15,"HSE Mid-West","Foreign travel"
2020-04-23,NA,NA,NA,86,"HSE Mid-West","Local/Community transmission"
2020-04-23,NA,NA,NA,145,"HSE Mid-West","Not specified"
2020-04-23,NA,NA,NA,6,"HSE North-East","Foreign travel"
2020-04-23,NA,NA,NA,25,"HSE North-East","Local/Community transmission"
2020-04-23,NA,NA,NA,534,"HSE North-East","Not specified"
2020-04-23,NA,NA,NA,8,"HSE North-West","Foreign travel"
2020-04-23,NA,NA,NA,100,"HSE North-West","Local/Community transmission"
2020-04-23,NA,NA,NA,94,"HSE North-West","Not specified"
2020-04-23,NA,NA,NA,5,"HSE South-East","Foreign travel"
2020-04-23,NA,NA,NA,3,"HSE South-East","Local/Community transmission"
2020-04-23,NA,NA,NA,195,"HSE South-East","Not specified"
2020-04-23,NA,NA,NA,20,"HSE South","Foreign travel"
2020-04-23,NA,NA,NA,107,"HSE South","Local/Community transmission"
2020-04-23,NA,NA,NA,179,"HSE South","Not specified"
2020-04-23,NA,NA,NA,7,"HSE West","Foreign travel"
2020-04-23,NA,NA,NA,86,"HSE West","Local/Community transmission"
2020-04-23,NA,NA,NA,114,"HSE West","Not specified"
2020-04-22,NA,NA,NA,84,"HSE East","Foreign travel"
2020-04-22,NA,NA,NA,2535,"HSE East","Local/Community transmission"
2020-04-22,NA,NA,NA,140,"HSE East","Not specified"
2020-04-22,NA,NA,NA,7,"HSE Midlands","Foreign travel"
2020-04-22,NA,NA,NA,195,"HSE Midlands","Local/Community transmission"
2020-04-22,NA,NA,NA,83,"HSE Midlands","Not specified"
2020-04-22,NA,NA,NA,15,"HSE Mid-West","Foreign travel"
2020-04-22,NA,NA,NA,86,"HSE Mid-West","Local/Community transmission"
2020-04-22,NA,NA,NA,129,"HSE Mid-West","Not specified"
2020-04-22,NA,NA,NA,6,"HSE North-East","Foreign travel"
2020-04-22,NA,NA,NA,25,"HSE North-East","Local/Community transmission"
2020-04-22,NA,NA,NA,504,"HSE North-East","Not specified"
2020-04-22,NA,NA,NA,8,"HSE North-West","Foreign travel"
2020-04-22,NA,NA,NA,97,"HSE North-West","Local/Community transmission"
2020-04-22,NA,NA,NA,98,"HSE North-West","Not specified"
2020-04-22,NA,NA,NA,5,"HSE South-East","Foreign travel"
2020-04-22,NA,NA,NA,3,"HSE South-East","Local/Community transmission"
2020-04-22,NA,NA,NA,190,"HSE South-East","Not specified"
2020-04-22,NA,NA,NA,20,"HSE South","Foreign travel"
2020-04-22,NA,NA,NA,107,"HSE South","Local/Community transmission"
2020-04-22,NA,NA,NA,171,"HSE South","Not specified"
2020-04-22,NA,NA,NA,7,"HSE West","Foreign travel"
2020-04-22,NA,NA,NA,86,"HSE West","Local/Community transmission"
2020-04-22,NA,NA,NA,112,"HSE West","Not specified"
2020-04-21,NA,NA,NA,84,"HSE East","Foreign travel"
2020-04-21,NA,NA,NA,2468,"HSE East","Local/Community transmission"
2020-04-21,NA,NA,NA,141,"HSE East","Not specified"
2020-04-21,NA,NA,NA,7,"HSE Midlands","Foreign travel"
2020-04-21,NA,NA,NA,182,"HSE Midlands","Local/Community transmission"
2020-04-21,NA,NA,NA,77,"HSE Midlands","Not specified"
2020-04-21,NA,NA,NA,15,"HSE Mid-West","Foreign travel"
2020-04-21,NA,NA,NA,86,"HSE Mid-West","Local/Community transmission"
2020-04-21,NA,NA,NA,124,"HSE Mid-West","Not specified"
2020-04-21,NA,NA,NA,6,"HSE North-East","Foreign travel"
2020-04-21,NA,NA,NA,24,"HSE North-East","Local/Community transmission"
2020-04-21,NA,NA,NA,462,"HSE North-East","Not specified"
2020-04-21,NA,NA,NA,8,"HSE North-West","Foreign travel"
2020-04-21,NA,NA,NA,94,"HSE North-West","Local/Community transmission"
2020-04-21,NA,NA,NA,90,"HSE North-West","Not specified"
2020-04-21,NA,NA,NA,5,"HSE South-East","Foreign travel"
2020-04-21,NA,NA,NA,3,"HSE South-East","Local/Community transmission"
2020-04-21,NA,NA,NA,182,"HSE South-East","Not specified"
2020-04-21,NA,NA,NA,20,"HSE South","Foreign travel"
2020-04-21,NA,NA,NA,107,"HSE South","Local/Community transmission"
2020-04-21,NA,NA,NA,162,"HSE South","Not specified"
2020-04-21,NA,NA,NA,7,"HSE West","Foreign travel"
2020-04-21,NA,NA,NA,86,"HSE West","Local/Community transmission"
2020-04-21,NA,NA,NA,105,"HSE West","Not specified"
2020-04-20,NA,NA,NA,80,"HSE East","Foreign travel"
2020-04-20,NA,NA,NA,2407,"HSE East","Local/Community transmission"
2020-04-20,NA,NA,NA,131,"HSE East","Not specified"
2020-04-20,NA,NA,NA,7,"HSE Midlands","Foreign travel"
2020-04-20,NA,NA,NA,176,"HSE Midlands","Local/Community transmission"
2020-04-20,NA,NA,NA,73,"HSE Midlands","Not specified"
2020-04-20,NA,NA,NA,15,"HSE Mid-West","Foreign travel"
2020-04-20,NA,NA,NA,85,"HSE Mid-West","Local/Community transmission"
2020-04-20,NA,NA,NA,118,"HSE Mid-West","Not specified"
2020-04-20,NA,NA,NA,6,"HSE North-East","Foreign travel"
2020-04-20,NA,NA,NA,20,"HSE North-East","Local/Community transmission"
2020-04-20,NA,NA,NA,439,"HSE North-East","Not specified"
2020-04-20,NA,NA,NA,8,"HSE North-West","Foreign travel"
2020-04-20,NA,NA,NA,91,"HSE North-West","Local/Community transmission"
2020-04-20,NA,NA,NA,85,"HSE North-West","Not specified"
2020-04-20,NA,NA,NA,5,"HSE South-East","Foreign travel"
2020-04-20,NA,NA,NA,3,"HSE South-East","Local/Community transmission"
2020-04-20,NA,NA,NA,175,"HSE South-East","Not specified"
2020-04-20,NA,NA,NA,20,"HSE South","Foreign travel"
2020-04-20,NA,NA,NA,107,"HSE South","Local/Community transmission"
2020-04-20,NA,NA,NA,154,"HSE South","Not specified"
2020-04-20,NA,NA,NA,7,"HSE West","Foreign travel"
2020-04-20,NA,NA,NA,86,"HSE West","Local/Community transmission"
2020-04-20,NA,NA,NA,95,"HSE West","Not specified"
2020-04-19,NA,NA,NA,78,"HSE East","Foreign travel"
2020-04-19,NA,NA,NA,2345,"HSE East","Local/Community transmission"
2020-04-19,NA,NA,NA,112,"HSE East","Not specified"
2020-04-19,NA,NA,NA,7,"HSE Midlands","Foreign travel"
2020-04-19,NA,NA,NA,173,"HSE Midlands","Local/Community transmission"
2020-04-19,NA,NA,NA,71,"HSE Midlands","Not specified"
2020-04-19,NA,NA,NA,15,"HSE Mid-West","Foreign travel"
2020-04-19,NA,NA,NA,81,"HSE Mid-West","Local/Community transmission"
2020-04-19,NA,NA,NA,97,"HSE Mid-West","Not specified"
2020-04-19,NA,NA,NA,5,"HSE North-East","Foreign travel"
2020-04-19,NA,NA,NA,20,"HSE North-East","Local/Community transmission"
2020-04-19,NA,NA,NA,381,"HSE North-East","Not specified"
2020-04-19,NA,NA,NA,8,"HSE North-West","Foreign travel"
2020-04-19,NA,NA,NA,82,"HSE North-West","Local/Community transmission"
2020-04-19,NA,NA,NA,79,"HSE North-West","Not specified"
2020-04-19,NA,NA,NA,5,"HSE South-East","Foreign travel"
2020-04-19,NA,NA,NA,3,"HSE South-East","Local/Community transmission"
2020-04-19,NA,NA,NA,171,"HSE South-East","Not specified"
2020-04-19,NA,NA,NA,19,"HSE South","Foreign travel"
2020-04-19,NA,NA,NA,106,"HSE South","Local/Community transmission"
2020-04-19,NA,NA,NA,137,"HSE South","Not specified"
2020-04-19,NA,NA,NA,7,"HSE West","Foreign travel"
2020-04-19,NA,NA,NA,86,"HSE West","Local/Community transmission"
2020-04-19,NA,NA,NA,92,"HSE West","Not specified"
2020-04-18,NA,NA,NA,78,"HSE East","Foreign travel"
2020-04-18,NA,NA,NA,2266,"HSE East","Local/Community transmission"
2020-04-18,NA,NA,NA,112,"HSE East","Not specified"
2020-04-18,NA,NA,NA,7,"HSE Midlands","Foreign travel"
2020-04-18,NA,NA,NA,169,"HSE Midlands","Local/Community transmission"
2020-04-18,NA,NA,NA,66,"HSE Midlands","Not specified"
2020-04-18,NA,NA,NA,15,"HSE Mid-West","Foreign travel"
2020-04-18,NA,NA,NA,75,"HSE Mid-West","Local/Community transmission"
2020-04-18,NA,NA,NA,99,"HSE Mid-West","Not specified"
2020-04-18,NA,NA,NA,5,"HSE North-East","Foreign travel"
2020-04-18,NA,NA,NA,20,"HSE North-East","Local/Community transmission"
2020-04-18,NA,NA,NA,354,"HSE North-East","Not specified"
2020-04-18,NA,NA,NA,8,"HSE North-West","Foreign travel"
2020-04-18,NA,NA,NA,71,"HSE North-West","Local/Community transmission"
2020-04-18,NA,NA,NA,76,"HSE North-West","Not specified"
2020-04-18,NA,NA,NA,5,"HSE South-East","Foreign travel"
2020-04-18,NA,NA,NA,3,"HSE South-East","Local/Community transmission"
2020-04-18,NA,NA,NA,166,"HSE South-East","Not specified"
2020-04-18,NA,NA,NA,19,"HSE South","Foreign travel"
2020-04-18,NA,NA,NA,106,"HSE South","Local/Community transmission"
2020-04-18,NA,NA,NA,108,"HSE South","Not specified"
2020-04-18,NA,NA,NA,7,"HSE West","Foreign travel"
2020-04-18,NA,NA,NA,86,"HSE West","Local/Community transmission"
2020-04-18,NA,NA,NA,88,"HSE West","Not specified"
2020-04-17,NA,NA,NA,77,"HSE East","Foreign travel"
2020-04-17,NA,NA,NA,2116,"HSE East","Local/Community transmission"
2020-04-17,NA,NA,NA,111,"HSE East","Not specified"
2020-04-17,NA,NA,NA,7,"HSE Midlands","Foreign travel"
2020-04-17,NA,NA,NA,159,"HSE Midlands","Local/Community transmission"
2020-04-17,NA,NA,NA,66,"HSE Midlands","Not specified"
2020-04-17,NA,NA,NA,15,"HSE Mid-West","Foreign travel"
2020-04-17,NA,NA,NA,75,"HSE Mid-West","Local/Community transmission"
2020-04-17,NA,NA,NA,99,"HSE Mid-West","Not specified"
2020-04-17,NA,NA,NA,4,"HSE North-East","Foreign travel"
2020-04-17,NA,NA,NA,20,"HSE North-East","Local/Community transmission"
2020-04-17,NA,NA,NA,314,"HSE North-East","Not specified"
2020-04-17,NA,NA,NA,8,"HSE North-West","Foreign travel"
2020-04-17,NA,NA,NA,71,"HSE North-West","Local/Community transmission"
2020-04-17,NA,NA,NA,72,"HSE North-West","Not specified"
2020-04-17,NA,NA,NA,5,"HSE South-East","Foreign travel"
2020-04-17,NA,NA,NA,3,"HSE South-East","Local/Community transmission"
2020-04-17,NA,NA,NA,160,"HSE South-East","Not specified"
2020-04-17,NA,NA,NA,19,"HSE South","Foreign travel"
